Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	Small Metro	4	7-27 days	7-27d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	52	6143714	0
	Small Metro	4	7-27 days	7-27d	#Atelectasis (P28.0-P28.1)	GR130-103	51	6143714	0
	Small Metro	4	7-27 days	7-27d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	25	6143714	0
	Small Metro	4	7-27 days	7-27d	Infections specific to the perinatal period (P35-P39)	GR130-105	743	6143714	0.1
	Small Metro	4	7-27 days	7-27d	#Bacterial sepsis of newborn (P36)	GR130-106	578	6143714	0.1
	Small Metro	4	7-27 days	7-27d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	162	6143714	0
	Small Metro	4	7-27 days	7-27d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	308	6143714	0.1
	Small Metro	4	7-27 days	7-27d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	266	6143714	0
	Small Metro	4	7-27 days	7-27d	#Hematological disorders (P60-P61)	GR130-113	36	6143714	0
	Small Metro	4	7-27 days	7-27d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	537	6143714	0.1
	Small Metro	4	7-27 days	7-27d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	28	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	369	6143714	0.1
	Small Metro	4	7-27 days	7-27d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1419	6143714	0.2
	Small Metro	4	7-27 days	7-27d	Anencephaly and similar malformations (Q00)	GR130-119	24	6143714	0
	Small Metro	4	7-27 days	7-27d	Congenital hydrocephalus (Q03)	GR130-120	38	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	83	6143714	0
	Small Metro	4	7-27 days	7-27d	Congenital malformations of heart (Q20-Q24)	GR130-123	503	6143714	0.1
	Small Metro	4	7-27 days	7-27d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	91	6143714	0
	Small Metro	4	7-27 days	7-27d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	57	6143714	0
	Small Metro	4	7-27 days	7-27d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	25	6143714	0
	Small Metro	4	7-27 days	7-27d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	22	6143714	0
	Small Metro	4	7-27 days	7-27d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	177	6143714	0
	Small Metro	4	7-27 days	7-27d	Down's syndrome (Q90)	GR130-129	24	6143714	0
	Small Metro	4	7-27 days	7-27d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	142	6143714	0
	Small Metro	4	7-27 days	7-27d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	91	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	74	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	64	6143714	0
	Small Metro	4	7-27 days	7-27d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	495	6143714	0.1
	Small Metro	4	7-27 days	7-27d	#Sudden infant death syndrome (R95)	GR130-135	303	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	192	6143714	0
	Small Metro	4	7-27 days	7-27d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	213	6143714	0
	Small Metro	4	7-27 days	7-27d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	182	6143714	0
	Small Metro	4	7-27 days	7-27d	Accidental suffocation and strangulation in bed (W75)	GR130-146	138	6143714	0
	Small Metro	4	7-27 days	7-27d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	20	6143714	0
	Small Metro	4	7-27 days	7-27d	Other external causes (Y10-Y36)	GR130-158	18	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	780	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Certain intestinal infectious diseases (A00-A08)	GR130-002	14	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	168	6143714	0
	Small Metro	4	28-364 days	28-364d	#Whooping cough (A37)	GR130-007	13	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Meningococcal infection (A39)	GR130-008	16	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Septicemia (A40-A41)	GR130-009	373	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Viral diseases (A80-B34)	GR130-012	129	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	124	6143714	0
	Small Metro	4	28-364 days	28-364d	#Candidiasis (B37)	GR130-019	23	6143714	0
	Small Metro	4	28-364 days	28-364d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	42	6143714	0
	Small Metro	4	28-364 days	28-364d	Neoplasms (C00-D48)	GR130-023	150	6143714	0
	Small Metro	4	28-364 days	28-364d	#Malignant neoplasms (C00-C97)	GR130-024	102	6143714	0
	Small Metro	4	28-364 days	28-364d	Leukemia (C91-C95)	GR130-026	37	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	65	6143714	0
	Small Metro	4	28-364 days	28-364d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	48	6143714	0
	Small Metro	4	28-364 days	28-364d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	93	6143714	0
	Small Metro	4	28-364 days	28-364d	Anemias (D50-D64)	GR130-030	14	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	61	6143714	0
	Small Metro	4	28-364 days	28-364d	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	18	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	227	6143714	0
	Small Metro	4	28-364 days	28-364d	#Nutritional deficiencies (E40-E64)	GR130-035	13	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Cystic fibrosis (E84)	GR130-036	11	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	65	6143714	0
	Small Metro	4	28-364 days	28-364d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	137	6143714	0
	Small Metro	4	28-364 days	28-364d	Diseases of the nervous system (G00-G98)	GR130-039	492	6143714	0.1
	Small Metro	4	28-364 days	28-364d	"#Meningitis (G00,G03)"	GR130-040	89	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	26	6143714	0
	Small Metro	4	28-364 days	28-364d	#Infantile cerebral palsy (G80)	GR130-042	11	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	61	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	305	6143714	0
	Small Metro	4	28-364 days	28-364d	#Diseases of the circulatory system (I00-I99)	GR130-046	686	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	136	6143714	0
	Small Metro	4	28-364 days	28-364d	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	23	6143714	0
	Small Metro	4	28-364 days	28-364d	Cardiomyopathy (I42)	GR130-049	113	6143714	0
	Small Metro	4	28-364 days	28-364d	Cardiac arrest (I46)	GR130-050	43	6143714	0
	Small Metro	4	28-364 days	28-364d	Cerebrovascular diseases (I60-I69)	GR130-051	175	6143714	0
	Small Metro	4	28-364 days	28-364d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	196	6143714	0
	Small Metro	4	28-364 days	28-364d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	980	6143714	0.2
	Small Metro	4	28-364 days	28-364d	#Acute upper respiratory infections (J00-J06)	GR130-054	18	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Influenza and pneumonia (J09-J18)	GR130-055	400	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Influenza (J09-J11)	GR130-056	27	6143714	0
	Small Metro	4	28-364 days	28-364d	Pneumonia (J12-J18)	GR130-057	373	6143714	0.1
	Small Metro	4	28-364 days	28-364d	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	67	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	39	6143714	0
	Small Metro	4	28-364 days	28-364d	#Pneumonitis due to solids and liquids (J69)	GR130-061	21	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	430	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Diseases of the digestive system (K00-K92)	GR130-063	543	6143714	0.1
	Small Metro	4	28-364 days	28-364d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	285	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	56	6143714	0
	Small Metro	4	28-364 days	28-364d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	202	6143714	0
	Small Metro	4	28-364 days	28-364d	Diseases of the genitourinary system (N00-N95)	GR130-067	102	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	69	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	33	6143714	0
	Small Metro	4	28-364 days	28-364d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	978	6143714	0.2
	Small Metro	4	28-364 days	28-364d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	53	6143714	0
	Small Metro	4	28-364 days	28-364d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	24	6143714	0
	Small Metro	4	28-364 days	28-364d	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	10	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	19	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	14	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	158	6143714	0
	Small Metro	4	28-364 days	28-364d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	12	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	146	6143714	0
	Small Metro	4	28-364 days	28-364d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	70	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	76	6143714	0
	Small Metro	4	28-364 days	28-364d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	35	6143714	0
	Small Metro	4	28-364 days	28-364d	Birth asphyxia (P21)	GR130-095	30	6143714	0
	Small Metro	4	28-364 days	28-364d	#Respiratory distress of newborn (P22)	GR130-096	53	6143714	0
	Small Metro	4	28-364 days	28-364d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	356	6143714	0.1
	Small Metro	4	28-364 days	28-364d	#Congenital pneumonia (P23)	GR130-098	19	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	271	6143714	0
	Small Metro	4	28-364 days	28-364d	#Atelectasis (P28.0-P28.1)	GR130-103	34	6143714	0
	Small Metro	4	28-364 days	28-364d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	19	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Infections specific to the perinatal period (P35-P39)	GR130-105	83	6143714	0
	Small Metro	4	28-364 days	28-364d	#Bacterial sepsis of newborn (P36)	GR130-106	50	6143714	0
	Small Metro	4	28-364 days	28-364d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	33	6143714	0
	Small Metro	4	28-364 days	28-364d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	25	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	19	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	103	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	103	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	2424	6143714	0.4
	Small Metro	4	28-364 days	28-364d	Anencephaly and similar malformations (Q00)	GR130-119	15	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	Congenital hydrocephalus (Q03)	GR130-120	47	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	159	6143714	0
	Small Metro	4	28-364 days	28-364d	Congenital malformations of heart (Q20-Q24)	GR130-123	1002	6143714	0.2
	Small Metro	4	28-364 days	28-364d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	122	6143714	0
	Small Metro	4	28-364 days	28-364d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	81	6143714	0
	Small Metro	4	28-364 days	28-364d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	88	6143714	0
	Small Metro	4	28-364 days	28-364d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	28	6143714	0
	Small Metro	4	28-364 days	28-364d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	223	6143714	0
	Small Metro	4	28-364 days	28-364d	Down's syndrome (Q90)	GR130-129	50	6143714	0
	Small Metro	4	28-364 days	28-364d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	204	6143714	0
	Small Metro	4	28-364 days	28-364d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	77	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	213	6143714	0
	Small Metro	4	28-364 days	28-364d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	106	6143714	0
	Small Metro	4	28-364 days	28-364d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	5147	6143714	0.8
	Small Metro	4	28-364 days	28-364d	#Sudden infant death syndrome (R95)	GR130-135	3765	6143714	0.6
	Small Metro	4	28-364 days	28-364d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	1382	6143714	0.2
	Small Metro	4	28-364 days	28-364d	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	17	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	2693	6143714	0.4
	Small Metro	4	28-364 days	28-364d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	2030	6143714	0.3
	Small Metro	4	28-364 days	28-364d	Transport accidents (V01-V99)	GR130-140	195	6143714	0
	Small Metro	4	28-364 days	28-364d	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	191	6143714	0
	Small Metro	4	28-364 days	28-364d	Falls (W00-W19)	GR130-143	30	6143714	0
	Small Metro	4	28-364 days	28-364d	Accidental drowning and submersion (W65-W74)	GR130-145	111	6143714	0
	Small Metro	4	28-364 days	28-364d	Accidental suffocation and strangulation in bed (W75)	GR130-146	1060	6143714	0.2
	Small Metro	4	28-364 days	28-364d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	342	6143714	0.1
	Small Metro	4	28-364 days	28-364d	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	123	6143714	0
	Small Metro	4	28-364 days	28-364d	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	69	6143714	0
	Small Metro	4	28-364 days	28-364d	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	16	6143714	Unreliable
	Small Metro	4	28-364 days	28-364d	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	83	6143714	0
	Small Metro	4	28-364 days	28-364d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	484	6143714	0.1
	Small Metro	4	28-364 days	28-364d	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	37	6143714	0
	Small Metro	4	28-364 days	28-364d	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	158	6143714	0
	Small Metro	4	28-364 days	28-364d	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	280	6143714	0
	Small Metro	4	28-364 days	28-364d	#Complications of medical and surgical care (Y40-Y84)	GR130-157	25	6143714	0
	Small Metro	4	28-364 days	28-364d	Other external causes (Y10-Y36)	GR130-158	154	6143714	0
	Micropolitan (non-metro)	5	< 1 day	1d	Neoplasms (C00-D48)	GR130-023	25	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	20	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	30	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	17	5742486	Unreliable
	Micropolitan (non-metro)	5	< 1 day	1d	Diseases of the nervous system (G00-G98)	GR130-039	24	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	23	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	#Diseases of the circulatory system (I00-I99)	GR130-046	39	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	14	5742486	Unreliable
	Micropolitan (non-metro)	5	< 1 day	1d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	13	5742486	Unreliable
	Micropolitan (non-metro)	5	< 1 day	1d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	18	5742486	Unreliable
	Micropolitan (non-metro)	5	< 1 day	1d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	16	5742486	Unreliable
	Micropolitan (non-metro)	5	< 1 day	1d	Diseases of the digestive system (K00-K92)	GR130-063	55	5742486	0
	Micropolitan (non-metro)	5	< 1 day	1d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	47	5742486	0
